Index,RefSeq_oriC,Z_occurance,G_occurance,D_occurance,Correct
55,NC_004343_0,0.5,0.0,0.0,True
56,NC_004343_1,0.0555555555555555,0.0,0.0,False
57,NC_004343_2,0.0555555555555555,0.0,0.4285714285714285,False
58,NC_004343_3,0.0555555555555555,0.0,0.2857142857142857,False
59,NC_004343_4,0.1666666666666666,0.0,0.1428571428571428,False
60,NC_004343_5,0.1666666666666666,0.0,0.1428571428571428,False
61,NC_017739_0,0.6666666666666666,0.6614923679961908,0.238095238095238,False
62,NC_017739_1,0.1333333333333333,0.6614923679961908,0.238095238095238,False
63,NC_017739_2,0.1333333333333333,0.3671076442327081,0.238095238095238,False
64,NC_017739_3,0.0666666666666666,0.3671076442327081,0.2857142857142857,False
65,NC_008528_0,1.0,0.5,1.0,True
66,NC_008511_0,0.4166666666666667,0.0,0.0,True
67,NC_008511_1,0.25,0.0,0.0,False
68,NC_008511_2,0.125,0.0,0.0,False
69,NC_008511_3,0.125,0.0,0.0,False
70,NC_008511_4,0.0833333333333333,0.0,0.0,False
71,NC_014256_0,0.391304347826087,0.5668338367203032,0.16,True
72,NC_014256_1,0.391304347826087,0.5668338367203032,0.16,False
73,NC_014256_2,0.1304347826086956,0.5668338367203032,0.16,False
74,NC_014256_3,0.0434782608695652,0.3288732309399997,0.32,False
75,NC_014256_4,0.0434782608695652,0.4602069584032109,0.2,False
76,NC_013511_0,0.3181818181818182,1.0,0.1666666666666666,True
77,NC_013511_1,0.4090909090909091,0.623109760019499,0.1666666666666666,False
78,NC_013511_2,0.0909090909090909,0.7631237749620006,0.25,False
79,NC_013511_3,0.0909090909090909,0.8178057474805264,0.0,False
80,NC_013511_4,0.0454545454545454,0.3429598610692657,0.3333333333333333,False
81,NC_013511_5,0.0454545454545454,0.0,0.0833333333333333,False
82,NC_018219_0,0.3,0.0,0.25,True
83,NC_018219_1,0.3,0.0,0.25,False
84,NC_018219_2,0.2,0.0,0.25,False
85,NC_018219_3,0.1,0.0,0.25,False
86,NC_018219_4,0.1,0.0,0.0,False
87,NC_000907_0,0.4736842105263157,0.4847783971849919,0.35,True
88,NC_000907_1,0.1052631578947368,0.9858008817509848,0.25,False
89,NC_000907_2,0.2631578947368421,0.2012982315349214,0.2,False
90,NC_000907_3,0.1578947368421052,0.2651427398548586,0.2,False
91,NC_001264_0,0.2,0.0,0.0,False
92,NC_001264_1,0.1777777777777777,0.0,0.0,False
93,NC_001264_2,0.1555555555555555,0.0,0.0,True
94,NC_001264_3,0.1555555555555555,0.0,0.0,False
95,NC_001264_4,0.1111111111111111,0.0,0.0,False
96,NC_001264_5,0.1111111111111111,0.0,0.0,False
97,NC_001264_6,0.0888888888888888,0.0,0.0,False
98,NC_008062_0,0.8181818181818182,0.0,0.0,True
99,NC_008062_1,0.0909090909090909,0.0,0.0,False
100,NC_008062_2,0.0909090909090909,0.0,0.0,False
101,NC_008392_0,0.75,0.0,0.5,True
102,NC_008392_1,0.1666666666666666,0.0,0.5,False
103,NC_008392_2,0.0833333333333333,0.0,0.0,False
104,NC_011565_0,0.4090909090909091,0.0,0.4,True
105,NC_011565_1,0.1363636363636363,0.0,0.1,False
106,NC_011565_2,0.1363636363636363,0.0,0.1,False
107,NC_011565_3,0.0454545454545454,0.0,0.1,False
108,NC_011565_4,0.0909090909090909,0.0,0.2,False
109,NC_011565_5,0.0909090909090909,0.0,0.05,False
110,NC_011565_6,0.0909090909090909,0.0,0.05,False
111,NC_002663_0,0.2058823529411764,0.999251839955243,0.3703703703703703,False
112,NC_002663_1,0.2647058823529412,0.7057283377222174,0.3148148148148148,True
113,NC_002663_2,0.2647058823529412,0.3561862767794272,0.1481481481481481,False
114,NC_002663_3,0.2647058823529412,0.0007481600447569,0.1666666666666666,False
115,NC_016931_0,0.1428571428571428,0.2354308066187078,0.6,False
116,NC_016931_1,0.1428571428571428,0.6009314214343116,0.2,False
117,NC_016931_2,0.1428571428571428,0.7645691933812921,0.2,False
118,NC_016931_3,0.0714285714285714,0.2289938002059067,0.0,False
119,NC_016931_4,0.5,0.2289938002059067,0.0,False
120,NC_018938_0,0.4166666666666667,0.5913375478847668,0.1538461538461538,True
121,NC_018938_1,0.375,0.5913375478847668,0.1538461538461538,False
122,NC_018938_2,0.125,0.4684092277278947,0.2692307692307692,False
123,NC_018938_3,0.0416666666666666,0.1964932142954092,0.3076923076923077,False
124,NC_018938_4,0.0416666666666666,0.1964932142954092,0.1153846153846153,False
125,NC_012985_0,0.8181818181818182,0.8567195817946381,0.3333333333333333,True
126,NC_012985_1,0.1818181818181818,0.2035432353364347,0.6666666666666666,False
127,NC_011988_0,0.75,1.0,1.0,False
128,NC_011988_1,0.0833333333333333,0.7859483558830975,0.0,True
129,NC_011988_2,0.0833333333333333,0.1971252566735113,0.0,False
130,NC_011988_3,0.0833333333333333,0.0,0.0,False
131,NC_005042_0,0.625,0.6634464803585552,0.0909090909090909,True
132,NC_005042_1,0.125,0.5845511468494595,0.3636363636363636,False
133,NC_005042_2,0.125,0.2183601370946479,0.2727272727272727,False
134,NC_005042_3,0.125,0.218360137094648,0.2727272727272727,False
135,NC_000919_0,0.8181818181818182,0.998122003296844,0.6666666666666666,True
136,NC_000919_1,0.0909090909090909,0.5188652734950309,0.1666666666666666,False
137,NC_000919_2,0.0909090909090909,0.0018779967031561,0.1666666666666666,False
138,NC_006055_0,0.75,1.0,0.25,True
139,NC_006055_1,0.25,0.0,0.75,False
140,NC_002528_0,0.9090909090909092,0.9967632374951592,1.0,True
141,NC_002528_1,0.0909090909090909,0.0032367625048407,0.0,False
142,NC_015662_0,0.75,0.996689410901278,0.6666666666666666,True
143,NC_015662_1,0.25,0.0033105890987219,0.3333333333333333,False
144,NZ_CP007589_0,0.1875,1.0,0.2307692307692307,True
145,NZ_CP007589_1,0.03125,0.8558117123001638,0.2307692307692307,False
146,NZ_CP007589_2,0.34375,0.2698711839724165,0.3076923076923077,False
147,NZ_CP007589_3,0.21875,0.5863003137414471,0.0,False
148,NZ_CP007589_4,0.15625,0.2283545171272848,0.0769230769230769,False
149,NZ_CP007589_5,0.0625,0.0,0.1538461538461538,False
150,NC_002771_0,0.1842105263157894,1.0,0.2727272727272727,True
151,NC_002771_1,0.131578947368421,0.8110394739101321,0.0909090909090909,False
152,NC_002771_2,0.2368421052631578,0.6602135952335983,0.0909090909090909,False
153,NC_002771_3,0.2368421052631578,0.7639635308459676,0.0909090909090909,False
154,NC_002771_4,0.0263157894736842,0.5644584571006679,0.2272727272727272,False
155,NC_002771_5,0.0263157894736842,0.3349058223588194,0.0,False
156,NC_002771_6,0.0263157894736842,0.3740191617588984,0.1363636363636363,False
157,NC_002771_7,0.0526315789473684,0.2096096392575677,0.0454545454545454,False
158,NC_002771_8,0.0789473684210526,0.0,0.0454545454545454,False
159,NC_007204_0,0.6923076923076923,0.9993770399821672,0.3793103448275862,True
160,NC_007204_1,0.0769230769230769,0.6033278778422021,0.0344827586206896,False
161,NC_007204_2,0.0769230769230769,0.4038815070716557,0.1034482758620689,False
162,NC_007204_3,0.0769230769230769,0.2128777277808808,0.2413793103448276,False
163,NC_007204_4,0.0769230769230769,0.0006229600178326,0.2413793103448276,False
164,NZ_LT960788_0,1.0,0.5,1.0,True
165,NC_004551_0,0.15,0.9971649493590397,0.0666666666666666,False
166,NC_004551_1,0.35,0.0028350506409603,0.0666666666666666,False
167,NC_004551_2,0.35,0.7478666858714706,0.7333333333333333,False
168,NC_004551_3,0.05,0.3769458038088747,0.1333333333333333,False
169,NC_004551_4,0.05,0.6670132899585809,0.0,False
170,NC_004551_5,0.05,0.191237691067307,0.0,False
171,NC_008529_0,0.9,0.9959310647664996,0.75,True
172,NC_008529_1,0.1,0.0040689352335003,0.25,False
173,NC_009714_0,0.131578947368421,0.99913064017689,0.28125,True
174,NC_009714_1,0.131578947368421,0.6775869195792954,0.15625,False
175,NC_009714_2,0.3421052631578947,0.6881110943435842,0.15625,False
176,NC_009714_3,0.2105263157894736,0.2405607206828903,0.15625,False
177,NC_009714_4,0.1578947368421052,0.1097210831239214,0.125,False
178,NC_009714_5,0.0263157894736842,0.0008693598231098,0.125,False
179,NZ_CP016772_0,0.6428571428571429,0.9979614107187998,0.4545454545454545,True
180,NZ_CP016772_1,0.2857142857142857,0.3058071637203692,0.1818181818181818,False
181,NZ_CP016772_2,0.0714285714285714,0.0020385892812001,0.3636363636363636,False
182,NZ_LT578453_0,0.2903225806451613,0.8343578785886478,0.4285714285714285,False
183,NZ_LT578453_1,0.3225806451612903,1.0,0.2142857142857142,True
184,NZ_LT578453_2,0.1612903225806451,0.5594866316020162,0.0,False
185,NZ_LT578453_3,0.1612903225806451,0.4440390094236248,0.1428571428571428,False
186,NZ_LT578453_4,0.032258064516129,0.3158667543282928,0.1428571428571428,False
187,NZ_LT578453_5,0.032258064516129,0.0,0.0714285714285714,False
188,NC_014909_0,1.0,1.0,1.0,True
189,NC_014211_0,0.2195121951219512,1.0,0.3333333333333333,False
190,NC_014211_1,0.2195121951219512,0.9116171994050108,0.3333333333333333,False
191,NC_014211_2,0.2195121951219512,0.5320352192840492,0.3333333333333333,False
192,NC_014211_3,0.1707317073170731,0.0,0.0,False
193,NC_014211_4,0.048780487804878,0.3204903932529104,0.0,False
194,NC_014211_5,0.048780487804878,0.2620134345348283,0.0,False
195,NC_014211_6,0.073170731707317,0.0552074279084822,0.0,False
196,NC_018673_0,1.0,0.5,1.0,True
197,NC_013416_0,0.4,0.9989774192432902,0.09375,False
198,NC_013416_1,0.2571428571428571,0.4037250920899015,0.3125,False
199,NC_013416_2,0.2571428571428571,0.3564492571057835,0.21875,False
200,NC_013416_3,0.0285714285714285,0.0010225807567096,0.1875,False
201,NC_013416_4,0.0571428571428571,0.0481847956567487,0.1875,False
202,NC_018149_0,0.0606060606060606,0.0,0.5,False
203,NC_018149_1,0.3333333333333333,0.0,0.1666666666666666,True
204,NC_018149_2,0.2727272727272727,0.0,0.1666666666666666,False
205,NC_018149_3,0.0909090909090909,0.0,0.1666666666666666,False
206,NC_018149_4,0.2121212121212121,0.0,0.0,False
207,NC_018149_5,0.0303030303030303,0.0,0.0,False
208,NC_011002_0,0.8181818181818182,0.0,0.0,True
209,NC_011002_1,0.0909090909090909,0.0,0.0,False
210,NC_011002_2,0.0909090909090909,0.0,0.0,False
211,NC_018605_0,0.2790697674418604,0.8292136374735471,0.1538461538461538,False
212,NC_018605_1,0.1627906976744186,0.6659180164414781,0.1538461538461538,False
213,NC_018605_2,0.1395348837209302,0.5917711216018232,0.1538461538461538,False
214,NC_018605_3,0.1395348837209302,0.3892642031580661,0.2307692307692307,False
215,NC_018605_4,0.0465116279069767,0.3628240476965652,0.2307692307692307,False
216,NC_018605_5,0.1162790697674418,0.1707863625264528,0.0769230769230769,False
217,NC_018605_6,0.1162790697674418,0.0554073233762005,0.0,False
218,NC_018407_0,0.6666666666666666,0.0,0.3333333333333333,False
219,NC_018407_1,0.3333333333333333,0.0,0.6666666666666666,True
220,NC_022905_0,0.6,0.9978272488555294,0.5,True
221,NC_022905_1,0.4,0.0021727511444704,0.5,False
222,NC_021831_0,0.1481481481481481,1.0,0.3333333333333333,True
223,NC_021831_1,0.4444444444444444,0.2913817571926202,0.3333333333333333,False
224,NC_021831_2,0.037037037037037,0.6716810734098826,0.1111111111111111,False
225,NC_021831_3,0.1851851851851851,0.5191484969681331,0.1111111111111111,False
226,NC_021831_4,0.1851851851851851,0.0,0.1111111111111111,False
227,NC_020283_0,1.0,0.5,1.0,True
228,NC_020076_0,0.375,0.9944216822524452,0.1666666666666666,True
229,NC_020076_1,0.2916666666666667,0.4764047750020549,0.1666666666666666,False
230,NC_020076_2,0.0833333333333333,0.6962749040510379,0.1666666666666666,False
231,NC_020076_3,0.2083333333333333,0.0055783177475545,0.0,False
232,NC_020076_4,0.0416666666666666,0.1517811415239287,0.5,False
233,NC_017429_0,0.1818181818181818,0.6626674884933934,0.6666666666666666,False
234,NC_017429_1,0.8181818181818182,0.0004769898840977,0.3333333333333333,True
235,NC_023001_0,0.75,0.0,1.0,True
236,NC_023001_1,0.25,0.0,0.0,False
237,NC_007799_0,0.875,0.3670101640403262,0.6363636363636364,True
238,NC_007799_1,0.125,0.6329898359596737,0.3636363636363636,False
239,NC_020967_0,0.1818181818181818,0.66312419577384,0.5,False
240,NC_020967_1,0.8181818181818182,0.0008511232035719,0.5,True
241,NC_007332_0,0.5,1.0,0.2,True
242,NC_007332_1,0.2631578947368421,0.3301800434810727,0.2,False
243,NC_007332_2,0.0263157894736842,0.7123433512265742,0.6,False
244,NC_007332_3,0.0263157894736842,0.4784385618411299,0.0,False
245,NC_007332_4,0.131578947368421,0.0,0.0,False
246,NC_007332_5,0.0526315789473684,0.1935554483177203,0.0,False
247,NC_021050_0,0.9,0.0017471731499785,0.75,True
248,NC_021050_1,0.1,0.8049178132900675,0.25,False
249,NC_022548_0,0.1818181818181818,0.6632902252097299,0.5,False
250,NC_022548_1,0.8181818181818182,0.0011110181388819,0.5,True
251,NC_020973_0,0.1818181818181818,0.6694891107752534,0.5714285714285714,False
252,NC_020973_1,0.8181818181818182,0.0014803894848988,0.4285714285714285,True
253,NC_016798_0,0.1818181818181818,0.6611461122892834,0.6666666666666666,False
254,NC_016798_1,0.8181818181818182,0.0019457903128434,0.3333333333333333,True
255,NC_019949_0,0.2564102564102564,0.0,0.1923076923076923,True
256,NC_019949_1,0.2307692307692307,0.0,0.1153846153846153,False
257,NC_019949_2,0.0769230769230769,0.0,0.1153846153846153,False
258,NC_019949_3,0.1282051282051282,0.0,0.2307692307692307,False
259,NC_019949_4,0.1538461538461538,0.0,0.1538461538461538,False
260,NC_019949_5,0.1025641025641025,0.0,0.0384615384615384,False
261,NC_019949_6,0.0256410256410256,0.0,0.0769230769230769,False
262,NC_019949_7,0.0256410256410256,0.0,0.0769230769230769,False
263,NC_007624_0,1.0,0.0,0.0,True
264,NC_016446_0,0.4285714285714285,0.0,0.1666666666666666,False
265,NC_016446_1,0.4285714285714285,0.0,0.1666666666666666,True
266,NC_016446_2,0.0476190476190476,0.0,0.1666666666666666,False
267,NC_016446_3,0.0476190476190476,0.0,0.1666666666666666,False
268,NC_016446_4,0.0476190476190476,0.0,0.3333333333333333,False
269,NC_020993_0,0.75,0.2003938630638883,0.6428571428571429,False
270,NC_020993_1,0.0833333333333333,0.917925349209984,0.1428571428571428,False
271,NC_020993_2,0.1666666666666666,0.2762811999084039,0.2142857142857142,False
272,NC_020945_0,0.1818181818181818,0.6690729000356517,0.5714285714285714,False
273,NC_020945_1,0.8181818181818182,0.0009424457086169,0.4285714285714285,True
274,NC_021895_0,0.1818181818181818,0.6580328203794682,0.5714285714285714,False
275,NC_021895_1,0.8181818181818182,0.000838928771542,0.4285714285714285,True
276,NC_007205_0,0.1666666666666666,0.9101282958028184,0.5714285714285714,False
277,NC_007205_1,0.1666666666666666,0.9976196451522136,0.1428571428571428,True
278,NC_007205_2,0.2777777777777778,0.0293399648650498,0.1428571428571428,False
279,NC_007205_3,0.3888888888888889,0.0023803548477865,0.1428571428571428,False
280,NC_006841_0,1.0,0.0,1.0,True
281,NC_017177_0,0.375,0.0,1.0,False
282,NC_017177_1,0.625,0.0,0.0,False
283,NC_022109_0,0.1818181818181818,0.6630008805327843,0.6666666666666666,False
284,NC_022109_1,0.8181818181818182,0.0009270397976015,0.3333333333333333,True
285,NC_023060_0,0.1818181818181818,0.6606555953813145,0.6666666666666666,False
286,NC_023060_1,0.8181818181818182,0.0018960299644048,0.3333333333333333,True
287,NC_012687_0,0.1818181818181818,0.6611789656186629,0.6666666666666666,False
288,NC_012687_1,0.8181818181818182,0.0019257264044334,0.3333333333333333,True
289,NC_022117_0,0.1818181818181818,0.663589240206476,0.5,False
290,NC_022117_1,0.8181818181818182,0.0006038217270539,0.5,True
291,NC_018507_0,0.3783783783783784,0.0,0.2857142857142857,False
292,NC_018507_1,0.1891891891891892,0.0,0.0,False
293,NC_018507_2,0.1891891891891892,0.0,0.1428571428571428,False
294,NC_018507_3,0.1351351351351351,0.0,0.1428571428571428,False
295,NC_018507_4,0.054054054054054,0.0,0.1428571428571428,False
296,NC_018507_5,0.027027027027027,0.0,0.1428571428571428,False
297,NC_018507_6,0.027027027027027,0.0,0.1428571428571428,False
298,NC_021889_0,0.1818181818181818,0.6697575555060518,0.6666666666666666,False
299,NC_021889_1,0.8181818181818182,0.001133944704339,0.3333333333333333,True
300,NC_002179_0,0.9,0.886038140192872,0.875,True
301,NC_002179_1,0.1,0.1139618598071279,0.125,False
302,NC_021898_0,0.1818181818181818,0.6697225565514958,0.6666666666666666,False
303,NC_021898_1,0.8181818181818182,0.0010674471923044,0.3333333333333333,True
304,NC_021892_0,0.2307692307692307,0.7390021240584379,0.4444444444444444,False
305,NC_021892_1,0.6923076923076923,0.1807367558004056,0.2222222222222222,True
306,NC_021892_2,0.0769230769230769,0.1807367558004056,0.3333333333333333,False
307,NC_017283_0,1.0,0.0,0.0,True
308,NC_022107_0,0.1818181818181818,0.6638028931693355,0.5,False
309,NC_022107_1,0.8181818181818182,0.0009360253732497,0.5,True
310,NC_023063_0,1.0,0.5,1.0,True
311,NC_017247_0,0.5294117647058824,0.0,0.3333333333333333,False
312,NC_017247_1,0.0588235294117647,0.0,0.6666666666666666,False
313,NC_017247_2,0.4117647058823529,0.0,0.0,True
314,NC_020510_0,0.2,0.0,0.4166666666666667,False
315,NC_020510_1,0.2857142857142857,0.0,0.1666666666666666,False
316,NC_020510_2,0.2285714285714285,0.0,0.1666666666666666,False
317,NC_020510_3,0.1428571428571428,0.0,0.25,False
318,NC_020510_4,0.1428571428571428,0.0,0.0,False
319,NC_005295_0,0.4285714285714285,0.5762053251538608,0.4285714285714285,True
320,NC_005295_1,0.4285714285714285,0.5762053251538608,0.2857142857142857,False
321,NC_005295_2,0.1428571428571428,0.4626230956811364,0.2857142857142857,False
322,NC_017042_0,0.6470588235294118,0.8660304182509506,0.32,False
323,NC_017042_1,0.1176470588235294,0.2193849809885931,0.28,True
324,NC_017042_2,0.1176470588235294,0.7100304182509506,0.12,False
325,NC_017042_3,0.0588235294117647,0.4763726235741444,0.24,False
326,NC_017042_4,0.0588235294117647,0.2899695817490494,0.04,False
327,NC_020248_0,1.0,1.0,1.0,True
328,NC_016796_0,0.3846153846153846,0.0,1.0,False
329,NC_016796_1,0.6153846153846154,0.0,0.0,True
330,NC_013524_0,0.6428571428571429,0.0,0.0,False
331,NC_013524_1,0.3571428571428571,0.0,0.0,True
332,NC_022124_0,0.1538461538461538,1.0,0.0526315789473684,True
333,NC_022124_1,0.1538461538461538,0.7928319235947066,0.1578947368421052,False
334,NC_022124_2,0.1538461538461538,0.6035808631156494,0.1578947368421052,False
335,NC_022124_3,0.0769230769230769,0.5482232213162641,0.2105263157894736,False
336,NC_022124_4,0.0769230769230769,0.4800477533084406,0.2105263157894736,False
337,NC_022124_5,0.3846153846153846,0.0,0.2105263157894736,False
338,NC_018416_0,0.0909090909090909,0.0,1.0,False
339,NC_018416_1,0.5909090909090909,0.0,0.0,False
340,NC_018416_2,0.2272727272727272,0.0,0.0,False
341,NC_018416_3,0.0454545454545454,0.0,0.0,False
342,NC_018416_4,0.0454545454545454,0.0,0.0,False
343,NC_010104_0,0.1,0.0,1.0,False
344,NC_010104_1,0.9,0.0,0.0,True
345,NC_017028_0,0.4090909090909091,0.2190941631252012,0.3448275862068966,True
346,NC_017028_1,0.0909090909090909,0.2190941631252012,0.1034482758620689,False
347,NC_017028_2,0.0454545454545454,0.7785625384822507,0.1034482758620689,False
348,NC_017028_3,0.0454545454545454,0.7785625384822507,0.0344827586206896,False
349,NC_017028_4,0.0454545454545454,0.6170415881330624,0.2068965517241379,False
350,NC_017028_5,0.0454545454545454,0.4071219701405979,0.0689655172413793,False
351,NC_017028_6,0.3181818181818182,0.3829584118669376,0.1379310344827586,False
352,NC_014388_0,1.0,0.0,0.0,True
353,NC_020294_0,1.0,0.5,1.0,True
354,NC_016590_0,0.4666666666666667,0.0,0.0,True
355,NC_016590_1,0.4,0.0,0.0,False
356,NC_016590_2,0.0666666666666666,0.0,0.0,False
357,NC_016590_3,0.0666666666666666,0.0,0.0,False
358,NC_019907_0,1.0,0.5,1.0,True
359,NC_022660_0,0.8181818181818182,0.996923682888071,0.4444444444444444,True
360,NC_022660_1,0.0909090909090909,0.003076317111929,0.4444444444444444,False
361,NC_022660_2,0.0909090909090909,0.3208945088079101,0.1111111111111111,False
362,NC_014499_0,0.2727272727272727,0.0,1.0,False
363,NC_014499_1,0.2727272727272727,0.0,0.0,False
364,NC_014499_2,0.1590909090909091,0.0,0.0,False
365,NC_014499_3,0.1590909090909091,0.0,0.0,False
366,NC_014499_4,0.0681818181818181,0.0,0.0,False
367,NC_014499_5,0.0681818181818181,0.0,0.0,False
368,NC_014560_0,0.5,0.6953216735280235,0.1666666666666666,False
369,NC_014560_1,0.05,0.6953216735280235,0.1666666666666666,False
370,NC_014560_2,0.1,0.6299027835116515,0.1666666666666666,False
371,NC_014560_3,0.15,0.3693049773453043,0.1944444444444444,False
372,NC_014560_4,0.2,0.3700972164883486,0.3055555555555556,False
373,NC_012438_0,0.0967741935483871,0.969032171399632,0.24,False
374,NC_012438_1,0.0967741935483871,0.7828669849426239,0.2,False
375,NC_012438_2,0.3225806451612903,0.4843659288264139,0.16,False
376,NC_012438_3,0.1612903225806451,0.6602586867102289,0.16,False
377,NC_012438_4,0.032258064516129,0.4112762021814049,0.08,False
378,NC_012438_5,0.2258064516129032,0.1881515804686437,0.04,False
379,NC_012438_6,0.064516129032258,0.030967828600368,0.12,False
380,NC_011744_0,1.0,0.0,1.0,True
381,NC_015858_0,1.0,0.0,0.0,True
382,NC_017504_0,0.3103448275862069,0.994139768514212,0.2,True
383,NC_017504_1,0.3103448275862069,0.4588521387851647,0.2,False
384,NC_017504_2,0.2758620689655172,0.0058602314857879,0.6,False
385,NC_017504_3,0.1034482758620689,0.6971848298406708,0.0,False
386,NC_017735_0,0.5625,0.4784771865189015,0.4137931034482758,True
387,NC_017735_1,0.375,0.5139222152895386,0.4137931034482758,False
388,NC_017735_2,0.0625,0.4124083152588367,0.1724137931034483,False
389,NC_017922_0,1.0,0.0,0.0,False
390,NZ_CP023448_0,0.375,1.0,0.1379310344827586,True
391,NZ_CP023448_1,0.0416666666666666,0.8861379988332649,0.1379310344827586,False
392,NZ_CP023448_2,0.0416666666666666,0.8139327614890997,0.0862068965517241,False
393,NZ_CP023448_3,0.0416666666666666,0.4149120627444201,0.0862068965517241,False
394,NZ_CP023448_4,0.0416666666666666,0.514076442754359,0.2241379310344827,False
395,NZ_CP023448_5,0.0416666666666666,0.2198323358468552,0.1206896551724138,False
396,NZ_CP023448_6,0.2916666666666667,0.2835220275263055,0.1034482758620689,False
397,NZ_CP023448_7,0.125,0.0,0.1034482758620689,False
398,NZ_CP005933_0,0.0434782608695652,1.0,0.0,False
399,NZ_CP005933_1,0.1304347826086956,0.9652267887225454,0.4,False
400,NZ_CP005933_2,0.3043478260869565,0.6048577149940744,0.1,False
401,NZ_CP005933_3,0.217391304347826,0.226954460624719,0.1,False
402,NZ_CP005933_4,0.217391304347826,0.2420593296916363,0.2,False
403,NZ_CP005933_5,0.0869565217391304,0.0,0.2,False
404,NC_020944_0,0.1818181818181818,0.6611580993894963,0.6666666666666666,False
405,NC_020944_1,0.8181818181818182,0.0018822830111575,0.3333333333333333,True
406,NC_020929_0,0.1818181818181818,0.6694578747998352,0.5714285714285714,False
407,NC_020929_1,0.8181818181818182,0.001437159874744,0.4285714285714285,True
408,NC_017951_0,0.1818181818181818,0.6632949365166433,0.5,False
409,NC_017951_1,0.8181818181818182,0.0011264925639093,0.5,True
410,NC_020965_0,0.1818181818181818,0.6628460643660333,0.6666666666666666,False
411,NC_020965_1,0.8181818181818182,0.0006607212097712,0.3333333333333333,True
412,NC_020935_0,0.1818181818181818,0.6689720101623304,0.5714285714285714,False
413,NC_020935_1,0.8181818181818182,0.0007460441050106,0.4285714285714285,True
414,NZ_CP009442_0,1.0,0.5,1.0,True
